4.28421	34
4.36842	33
4.66667	34
4.74035	34
4.86491	33
5.15965	34
5.23158	34
5.34912	33
5.63158	34
5.68421	34
5.80702	33
6.08596	35
6.13684	34
6.2614	33
6.54026	34
6.61216	34
6.70335	34
6.97167	34
7.06637	35
7.17159	34
7.45218	34
7.52408	35
7.62053	34
7.9134	34
7.99582	34
8.06772	33
8.35532	40
8.36409	41
8.5342	33
8.54472	33
8.87792	33
8.94982	33
9.04277	33
9.33563	39
9.35492	42
9.47067	45
9.48294	45
9.81439	35
9.85648	40
9.98099	48
10.0038	51
10.2493	35
10.3317	42
10.4352	44
10.4562	44
10.7473	33
10.9438	33
11.2454	34
11.3401	42
11.4137	33
11.7364	33
11.903	33
12.1415	40
12.2257	44
12.2345	44
12.3502	45
12.6291	34
12.7325	43
12.8166	33
13.0655	35
13.1883	35
13.3636	33
13.6142	34
13.7264	37
13.7685	42
13.8947	33
14.0314	34
14.1454	35
14.1471	35
14.2506	43
14.3557	33
14.5521	35
14.6537	41
14.7063	38
14.8922	34
14.9658	35
15.078	36
15.0885	36
15.1814	35
15.2953	34
15.5127	33
15.6372	33
15.6792	33
15.9843	33
16.0894	33
16.1403	33
16.4225	34
16.5259	34
16.5978	34
16.8976	33
16.98	34
17.0325	34
17.3323	33
17.4059	34
17.4988	34
17.7916	33
17.9055	34
17.9581	34
18.1878	33
18.2614	33
19.3936	37
19.4042	37
20.8147	33
21.0215	35
21.0215	35
21.2703	36
21.2721	36
21.2826	36
21.5192	34
21.5297	34
21.5314	34
21.5314	34
21.7978	33
21.7995	33
21.8188	33
21.8205	33
22.0554	35
22.0869	35
22.0886	35
22.4198	38
22.4286	38
22.4303	38
22.4303	38
22.4391	38
22.4409	38
23.1838	36
23.2049	35
23.9916	36
24.0214	36
25.4845	34
25.7525	37
26.0029	38
26.0029	38
26.2412	36
26.2412	36
26.2604	36
26.2604	36
26.5109	34
26.5127	34
26.5127	34
26.5214	33
26.7001	34
26.7106	34
26.7526	34
27.0031	36
27.0119	36
27.0119	36
27.0224	36
27.0241	36
27.0241	36
27.6985	35
27.709	35
28.2485	34
28.2993	34
28.3396	35
28.4219	35
28.5252	36
28.6303	37
28.7249	46
28.7652	44
28.816	33
28.8773	33
28.9316	33
29.1873	33
29.3029	33
29.5324	34
29.6462	34
29.7093	34
30.0298	34
30.1227	34
30.1962	34
30.4958	34
30.5466	34
30.6709	33
30.9617	34
31.0247	34
31.1193	33
31.4346	34
31.4749	34
31.5712	33
31.8899	33
32.023	38
32.0965	35
32.3854	35
32.4344	35
32.5815	45
32.6025	47
32.9544	33
33.0175	39
33.1208	33
33.4132	35
33.5392	46
33.6338	33
33.9209	35
33.9437	35
33.9542	35
34.0767	49
34.1083	46
34.3971	33
34.3989	33
34.5565	38
34.567	40
34.9049	33
34.9574	38
35.0397	33
35.3706	35
35.4529	41
35.5177	39
35.8101	35
35.9029	41
35.9134	42
35.9134	42
35.9537	37
36.2618	36
36.2811	38
36.4177	42
36.4404	42
36.7293	34
36.8939	45
36.8957	46
36.8957	46
36.9062	47
37.1845	34
37.2563	42
37.3491	45
37.6853	33
37.8324	33
37.9076	33
38.1964	34
38.2874	34
38.3592	33
38.6847	34
38.7547	34
38.8387	33
39.1345	35
39.271	34
39.3235	34
39.6246	34
39.6858	38
39.7891	33
40.0429	33
40.0726	36
40.2406	42
40.2599	43
40.5802	34
40.6729	45
40.7447	33
41.0352	37
41.086	43
41.1875	47
41.2295	44
41.534	38
41.534	38
41.5533	40
41.6985	35
41.9576	39
42.0188	46
42.1011	50
42.2078	33
42.4774	33
42.5999	40
42.6611	33
42.9534	34
43.1162	44
43.1284	45
43.468	35
43.5922	46
43.6027	46
43.6132	46
43.6657	37
43.944	35
44.0368	36
44.2555	35
44.4969	33
44.5704	37
44.5809	38
44.5897	39
44.7261	33
44.9553	35
45.027	36
45.0883	44
45.1092	46
45.3874	34
45.5116	35
45.5431	35
45.5641	34
45.5939	34
45.7093	33
45.7601	33
45.844	34
45.9053	34
45.9263	34
45.998	35
46.1012	35
46.1729	34
46.2377	34
46.3391	33
46.4056	33
46.4651	35
46.5298	43
46.9654	33
47.0162	33
47.1107	33
47.1806	33
47.2646	33
47.3363	33
47.4413	40
47.4431	41
47.4623	43
47.4711	42
47.5533	33
47.6058	34
47.688	34
47.751	33
47.8122	33
47.9172	38
47.9259	39
47.9364	40
47.9871	33
48.0816	34
48.1429	34
48.2058	33
48.2898	33
48.4368	39
48.4473	40
48.4788	34
48.5732	33
48.6362	34
48.7289	33
48.8024	33
48.8864	34
48.9389	41
48.9389	41
48.9686	43
49.0403	33
49.1331	34
49.2135	34
49.2958	33
49.3885	36
49.4112	38
49.4427	42
49.4602	41
49.4602	41
49.5424	33
49.6159	33
49.7104	34
49.7821	35
49.8661	36
49.9273	36
50.0218	37
50.0725	37
50.174	38
50.2982	38
50.3192	39
50.3524	43
50.3629	44
50.4014	43
50.4644	33
50.5274	33
50.5903	33
50.6725	33
50.7337	33
50.8491	33
50.9313	33
51.045	33
51.1289	33
51.1604	33
51.2006	33
51.2216	35
51.2619	39
51.3336	33
51.386	33
51.4997	33
51.5522	33
51.6239	33
51.6956	33
51.769	34
51.811	34
51.8949	34
51.9369	33
52.0313	33
52.0628	33
52.1957	43
52.5962	33
52.6696	33
52.7641	33
52.8183	33
52.9005	33
52.9547	33
53.0788	40
53.0806	40
53.0911	41
53.0998	42
53.1628	33
53.2257	33
53.3184	34
53.3709	34
53.4636	35
53.5265	36
53.6	43
53.607	44
53.621	46
53.6787	37
53.7504	33
53.8448	34
53.9165	35
53.9987	36
54.0739	45
54.0914	47
54.0931	47
54.1736	33
54.2348	33
54.3275	34
54.4202	35
54.4919	36
54.5845	47
54.5863	47
54.5985	49
54.6685	37
54.7297	33
54.8031	34
54.8661	34
54.9605	35
55.0235	36
55.0445	36
55.0655	36
55.1389	37
55.2438	38
55.305	38
55.389	39
55.4817	40
55.5464	40
55.6198	41
55.681	41
55.7527	42
55.8244	41
55.9276	44
56.8072	51
56.8177	51
57.0659	53
57.1289	54
57.1306	54
57.1394	54
57.1394	54
57.4593	42
57.461	42
57.461	42
57.4802	43
57.5134	36
57.6043	33
57.718	34
57.8001	35
57.9138	34
57.9959	33
58.1393	33
58.2424	33
58.335	34
58.3962	35
58.4801	35
58.564	36
58.6567	36
58.7406	35
58.8245	35
58.8874	34
58.9818	33
59.0552	33
59.1479	33
59.2003	33
59.293	33
59.3874	34
59.4258	38
59.4276	38
59.4591	42
59.4591	42
59.4695	42
59.5115	41
59.5202	41
60.008	41
60.0097	41
60.0184	41
60.0412	41
60.0412	41
60.0499	41
60.5166	40
60.5464	40
60.5568	40
60.5656	40
60.5656	40
60.5673	40
60.8663	43
60.8767	44
61.1005	47
61.1512	46
61.1617	46
61.1634	46
61.1634	46
61.3575	45
61.8382	57
61.8504	59
62.1931	59
62.214	59
62.2333	59
62.235	59
62.4413	61
62.4413	61
62.4413	61
62.7524	70
62.8031	76
63.0094	65
63.102	65
63.1125	65
63.1125	65
63.1125	65
63.3921	53
63.4113	55
63.4113	55
63.4218	56
63.6437	55
63.7398	55
63.8534	54
63.9478	53
64.0491	52
64.1225	51
64.1837	51
64.3567	49
64.4405	49
64.5506	48
64.6135	47
64.7044	47
64.776	46
64.8564	45
64.9525	44
65.0346	44
65.1273	43
65.1884	42
65.3037	42
65.3631	46
65.3649	46
65.3649	46
65.3736	47
65.3841	48
65.4383	50
65.8472	51
65.8559	51
65.8559	51
65.8577	51
65.8664	51
65.8874	51
66.3749	48
66.3766	48
66.3766	48
66.3871	48
66.3871	48
66.3889	47
66.81	60
66.8205	62
67.121	47
67.1298	47
67.1385	47
67.1507	47
67.3255	49
67.3272	49
67.3359	49
67.6977	65
67.7274	65
68.0366	45
68.0454	45
68.0471	45
68.0471	45
68.2848	47
68.2865	47
68.2865	47
68.6308	65
68.6517	65
68.9191	47
68.9296	47
68.9383	47
68.94	47
77.1455	36
78.9404	36
79.4101	36
79.5009	33
79.8623	37
79.9129	39
80.1818	33
80.3686	33
80.6672	33
80.7999	40
80.8418	41
81.1333	33
81.2992	33
81.5664	33
81.6484	42
81.8544	33
82.0412	33
82.2698	33
82.5281	33
82.7166	37
82.7358	39
83.0168	33
83.1652	33
83.4863	33
83.6085	39
83.68	33
83.9366	34
84.0273	41
84.1216	33
84.338	33
84.5125	41
84.5719	33
84.7569	33
84.9332	43
84.9838	34
85.2107	33
85.3904	41
85.4515	33
85.6627	33
85.8163	40
85.8791	34
86.0536	33
86.2508	38
86.3241	33
